Description,Vendor_Name,Created,Invoice_Date,Due_Date,Amount,Settled,Outstanding,Number_of_Days_until_Payment
,Andrew Phillips,24-07-2013 11:39,24-Jul-13,23-Aug-13,121.98,121.98,0.0,12
,Paige Garcia,25-07-2013 09:30,19-Jul-13,02-Aug-13,500.76,500.76,0.0,34
,Michelle Robinson,25-07-2013 12:02,19-Jul-13,02-Aug-13,759.24,759.24,0.0,102
,Priscilla Thomas,26-07-2013 11:51,11-Jul-13,18-Jul-13,58.38,58.38,0.0,15
,Daniel Williams,29-07-2013 13:05,29-Jul-13,08-Aug-13,51.42,51.42,0.0,59
,Andrew Long,29-07-2013 13:35,29-Jul-13,08-Aug-13,49.98,49.98,0.0,14
,Gregory Thompson,30-07-2013 10:19,20-Jul-13,30-Jul-13,820.38,820.38,0.0,39
,Rodney Hawkins,31-07-2013 08:43,31-Jul-13,10-Aug-13,403.98,403.98,0.0,12
,Paige Garcia,31-07-2013 12:39,26-Jul-13,09-Aug-13,619.02,619.02,0.0,33
,Paige Garcia,31-07-2013 13:00,26-Jul-13,09-Aug-13,161.28,161.28,0.0,33
,Rodney Hawkins,05-08-2013 10:04,05-Aug-13,15-Aug-13,88.38,88.38,0.0,23
,Martha Harris,05-08-2013 10:54,05-Aug-13,15-Aug-13,37.98,37.98,0.0,37
meterage copy costs,Joshua Wood,05-08-2013 13:41,01-Aug-13,31-Aug-13,114.48,114.48,0.0,4
,Kellie Mcdaniel,06-08-2013 07:48,02-Aug-13,16-Aug-13,173.58,173.58,0.0,45
Myfonts,Ryan Gallagher,06-08-2013 10:15,06-Aug-13,05-Sep-13,105.69,105.69,0.0,30
Meterage copy cost,Natalie Pope,06-08-2013 14:54,30-Jul-13,29-Aug-13,26.73,26.73,0.0,7
Campaign Monitor,Justin Glass,07-08-2013 14:23,02-Aug-13,01-Sep-13,13.98,4.38,9.6,5
meterage copy cost,Victor Martinez,08-08-2013 08:54,01-Aug-13,31-Aug-13,52.65,52.65,0.0,7
,Laura Rodriguez,08-08-2013 09:38,08-Aug-13,22-Aug-13,55.98,55.98,0.0,61
,Paul Thomas,08-08-2013 10:14,08-Aug-13,18-Aug-13,43.98,43.98,0.0,69
,Shirley Hunter,08-08-2013 16:06,08-Aug-13,18-Aug-13,217.98,217.98,0.0,85
,Kayla Newton,09-08-2013 11:44,09-Aug-13,08-Sep-13,301.98,301.98,0.0,14
,Phillip Roberts,09-08-2013 18:30,10-Aug-13,09-Sep-13,248.96,248.96,0.0,107
,Erica Baxter,10-08-2013 12:04,11-Jul-13,18-Jul-13,566.4,566.4,0.0,30
,Adam Johnson,13-08-2013 09:22,13-Aug-13,27-Aug-13,55.98,55.98,0.0,28
Heating,Ryan Gallagher,14-08-2013 15:06,14-Aug-13,13-Sep-13,44.96,44.96,0.0,1
Annual Fee,Christina Harris,14-08-2013 21:20,14-Jul-13,13-Aug-13,11.98,11.98,0.0,55
Myfonts ,Joshua Wood,15-08-2013 07:44,11-Aug-13,10-Sep-13,185.23,185.23,0.0,4
meterage copy cost,Joshua Wood,15-08-2013 09:27,15-Aug-13,14-Sep-13,61.98,13.98,48.0,5
meterage copy cost,Joshua Wood,15-08-2013 09:42,15-Aug-13,14-Sep-13,67.23,67.23,0.0,5
,Tamara Martinez,15-08-2013 10:19,15-Aug-13,22-Aug-13,706.11,706.11,0.0,29
,Patrick Anderson,16-08-2013 13:35,16-Aug-13,15-Sep-13,1441.08,1441.08,0.0,8
,David Jones,19-08-2013 15:53,19-Aug-13,18-Sep-13,788.58,788.58,0.0,5
Meterage copy costs,Joshua Wood,19-08-2013 16:04,19-Aug-13,18-Sep-13,13.98,13.98,0.0,1
,Debra Wright,19-08-2013 19:08,13-Aug-13,12-Sep-13,174.78,174.78,0.0,71
,Adam Johnson,20-08-2013 07:48,20-Aug-13,03-Sep-13,55.98,55.98,0.0,49
,Nicholas Obrien,20-08-2013 09:28,20-Aug-13,03-Sep-13,229.98,229.98,0.0,29
Myfonts,Brian Foster,21-08-2013 09:07,14-Aug-13,13-Oct-13,20.65,20.65,0.0,7
,Laura Rodriguez,21-08-2013 10:50,21-Aug-13,04-Sep-13,55.98,55.98,0.0,48
,Jennifer Martin,22-08-2013 10:36,22-Aug-13,21-Sep-13,57.18,57.18,0.0,46
,Jennifer Martin,22-08-2013 10:38,22-Aug-13,21-Sep-13,76.38,76.38,0.0,46
,Laura Rodriguez,22-08-2013 12:25,22-Aug-13,05-Sep-13,55.98,55.98,0.0,47
,Ashley Reed,22-08-2013 14:36,22-Aug-13,21-Sep-13,899.28,899.28,0.0,2
,Carlos Clark,22-08-2013 14:52,22-Aug-13,21-Sep-13,1011.98,1011.98,0.0,2
,David Johnson,22-08-2013 19:57,16-Aug-13,30-Aug-13,76.38,76.38,0.0,24
Electricity ,Sara White,23-08-2013 12:35,23-Aug-13,22-Sep-13,134.48,134.48,0.0,21
Building work at new properties,Dalton Fletcher,26-08-2013 09:17,20-Jul-13,27-Jul-13,401.98,401.98,0.0,46
,Phillip Roberts,26-08-2013 12:44,27-Aug-13,26-Sep-13,205.67,131.87,73.8,90
meterage copy cost,Chris Curtis,27-08-2013 09:35,13-Aug-13,12-Sep-13,181.98,181.98,0.0,14
meterage copy cost,Chris Curtis,27-08-2013 09:39,23-Aug-13,22-Sep-13,1801.98,901.98,900.0,4
meterage copy cost,Chris Curtis,27-08-2013 09:39,23-Aug-13,22-Sep-13,1801.98,901.98,900.0,4
meterage copy cost,Chris Curtis,27-08-2013 13:09,14-Aug-13,13-Sep-13,61.98,61.98,0.0,13
meterage copy cost,James Taylor,27-08-2013 13:26,01-Sep-13,01-Oct-13,151.31,151.31,0.0,-5
,Gary Lopez,28-08-2013 08:36,28-Aug-13,11-Sep-13,67.98,67.98,0.0,41
,Laura Rodriguez,28-08-2013 10:02,28-Aug-13,11-Sep-13,55.98,55.98,0.0,41
,Robert Harris,28-08-2013 10:28,11-Jul-13,27-Sep-13,1097.28,1097.28,0.0,48
,Kristin Perez,28-08-2013 10:36,28-Aug-13,07-Sep-13,49.98,49.98,0.0,49
Keys Premium Finance signage,Donna Johnson,28-08-2013 13:09,28-Aug-13,11-Sep-13,251.98,251.98,0.0,12
,Brandon Haynes,29-08-2013 19:02,23-Aug-13,06-Sep-13,295.98,295.98,0.0,67
,Madison Williams,29-08-2013 19:34,29-Aug-13,28-Sep-13,49.98,49.98,0.0,20
General maintenance,Brenda Johnson,29-08-2013 19:52,29-Aug-13,12-Sep-13,64.48,64.48,0.0,34
Delivery,Brenda Johnson,29-08-2013 20:07,29-Aug-13,12-Sep-13,136.98,136.98,0.0,97
Istock subscription,Tiffany Stafford,30-08-2013 12:05,30-Aug-13,30-Sep-13,216.98,216.98,0.0,34
Istock subscription,Tiffany Stafford,30-08-2013 12:11,30-Aug-13,13-Sep-13,64.48,64.48,0.0,34
,Alison Salas,01-09-2013 21:17,01-Sep-13,15-Sep-13,291.08,106.53,184.55,93
,Nathaniel Ramsey,02-09-2013 08:58,02-Sep-13,02-Oct-13,151.98,151.98,0.0,29
,Perry Gonzales,02-09-2013 20:32,22-Aug-13,19-Sep-13,181.98,181.98,0.0,66
,Gary Lopez,03-09-2013 08:54,03-Sep-13,17-Sep-13,2701.98,2701.98,0.0,35
,Kristina Atkinson,03-09-2013 09:29,03-Sep-13,13-Sep-13,44.53,44.53,0.0,16
,Cole Barker,03-09-2013 09:40,03-Sep-13,13-Sep-13,721.98,721.98,0.0,36
,David Johnson,03-09-2013 10:35,30-Aug-13,13-Sep-13,103.74,103.74,0.0,31
Amazon UK,Sara White,04-09-2013 06:40,04-Sep-13,18-Sep-13,14.48,14.48,0.0,37
General Maintenance,Brenda Johnson,04-09-2013 06:43,04-Sep-13,18-Sep-13,26.98,26.98,0.0,28
,Gary Lopez,04-09-2013 10:10,04-Sep-13,18-Sep-13,199.98,199.98,0.0,78
,Gary Lopez,04-09-2013 10:14,04-Sep-13,18-Sep-13,67.98,67.98,0.0,34
,Nicole Johnson,04-09-2013 10:15,04-Sep-13,14-Sep-13,909.18,909.18,0.0,27
meterage copy cost,Ryan Gallagher,05-09-2013 09:54,09-Jul-13,08-Aug-13,104.38,104.38,0.0,58
iStock subscription,Brenda Johnson,05-09-2013 17:16,05-Sep-13,19-Sep-13,76.98,76.98,0.0,36
General Maintenance,Haley Kirk,05-09-2013 19:31,05-Sep-13,05-Oct-13,651.98,651.98,0.0,14
Gas heating,Theresa Brown,06-09-2013 07:33,06-Sep-13,06-Oct-13,1516.98,1001.98,515.0,3
,Laura Rodriguez,06-09-2013 12:50,06-Sep-13,20-Sep-13,1321.98,1321.98,0.0,32
Wireless Connector/link for NSB,Paul Barry,08-09-2013 20:09,08-Sep-13,15-Sep-13,1766.98,1766.98,0.0,22
Istock subscription,Brenda Johnson,09-09-2013 07:43,09-Sep-13,30-Sep-13,39.48,39.48,0.0,32
Heating,Norma Fisher,09-09-2013 10:46,02-Sep-13,14-Sep-13,282.48,282.48,0.0,7
General Maintenance,Brenda Johnson,09-09-2013 14:38,09-Sep-13,30-Sep-13,131.98,131.98,0.0,23
meterage copy cost,Samantha Washington,10-09-2013 11:03,03-Sep-13,03-Oct-13,265.98,265.98,0.0,7
Istock subscription,Brenda Johnson,10-09-2013 16:11,10-Sep-13,01-Oct-13,66.98,66.98,0.0,31
,David Johnson,11-09-2013 20:06,06-Sep-13,20-Sep-13,93.42,93.42,0.0,30
,Eddie Frazier,12-09-2013 11:01,12-Sep-13,19-Sep-13,73.4,73.4,0.0,5
Meterage copy cost,Jessica Lane,12-09-2013 14:35,09-Sep-13,09-Oct-13,753.98,753.98,0.0,3
Studio heating,Susan Sims,13-09-2013 08:55,13-Sep-13,27-Sep-13,109.98,109.98,0.0,40
Amazon UK,Brenda Johnson,13-09-2013 16:56,13-Sep-13,13-Oct-13,14.48,14.48,0.0,32
istock subscription,Brenda Johnson,13-09-2013 17:03,13-Sep-13,13-Oct-13,61.98,61.98,0.0,28
,Johnny Patton,14-09-2013 13:42,14-Sep-13,14-Oct-13,673.56,673.56,0.0,21
,Michael Smith,16-09-2013 12:22,16-Sep-13,16-Oct-13,4085.58,4085.58,0.0,8
,Laura Rodriguez,16-09-2013 13:26,16-Sep-13,30-Sep-13,73.98,73.98,0.0,22
,Janice Anderson,17-09-2013 06:38,13-Sep-13,27-Sep-13,373.5,373.5,0.0,44
,Kristen Scott,17-09-2013 10:18,17-Sep-13,24-Sep-13,29.67,29.67,0.0,6
,Alexa Huber,17-09-2013 10:54,17-Sep-13,17-Oct-13,676.98,676.98,0.0,90
,David Johnson,17-09-2013 18:22,13-Sep-13,27-Sep-13,141.66,141.66,0.0,46
,David Johnson,17-09-2013 18:26,13-Sep-13,27-Sep-13,397.44,397.44,0.0,46
,David Johnson,17-09-2013 18:31,13-Sep-13,27-Sep-13,380.16,380.16,0.0,46
,David Johnson,17-09-2013 18:37,13-Sep-13,27-Sep-13,382.68,382.68,0.0,46
,Roy Bryant,17-09-2013 20:47,17-Sep-13,18-Sep-13,196.33,196.33,0.0,3
,Leah Garcia,19-09-2013 10:59,19-Sep-13,03-Oct-13,271.98,271.98,0.0,8
,Gary Lopez,19-09-2013 12:36,19-Sep-13,03-Oct-13,67.98,67.98,0.0,53
,Nina Curtis,19-09-2013 12:58,19-Sep-13,19-Oct-13,139.98,139.98,0.0,19
Various parts for company vehicle,Mr. William Bartlett,19-09-2013 13:02,19-Sep-13,19-Oct-13,10201.98,10201.98,0.0,18
Various parts for company vehicle,Mr. William Bartlett,19-09-2013 13:16,19-Sep-13,01-Oct-13,11401.98,11401.98,0.0,18
,Nichole Smith,20-09-2013 06:52,20-Sep-13,20-Oct-13,636.92,636.92,0.0,5
,Kristen Scott,20-09-2013 10:06,20-Sep-13,27-Sep-13,125.25,125.25,0.0,3
,William Baker,23-09-2013 14:17,13-Jun-13,13-Jul-13,5001.98,5001.98,0.0,102
,Tara Thompson,25-09-2013 08:48,25-Sep-13,25-Oct-13,37.98,37.98,0.0,40
,Leah Harris,25-09-2013 09:12,25-Sep-13,25-Oct-13,49.98,49.98,0.0,118
istock subscription,Brenda Johnson,25-09-2013 15:31,25-Sep-13,25-Oct-13,321.98,321.98,0.0,7
,Lisa Black,26-09-2013 19:09,20-Sep-13,04-Oct-13,91.98,91.98,0.0,6
,Lisa Black,26-09-2013 19:12,20-Sep-13,04-Oct-13,174.18,5.58,168.6,48
,Perry Gonzales,26-09-2013 20:09,12-Sep-13,10-Oct-13,121.98,121.98,0.0,45
iStock subscription,Tiffany Stafford,27-09-2013 07:59,27-Sep-13,27-Oct-13,116.98,116.98,0.0,6
,Phillip Roberts,27-09-2013 10:45,27-Sep-13,27-Oct-13,421.16,421.16,0.0,70
Amazon UK,Sara White,27-09-2013 18:29,27-Sep-13,27-Oct-13,14.48,14.48,0.0,14
,Jim Scott,29-09-2013 22:30,29-Sep-13,06-Oct-13,124.77,124.77,0.0,8
,Samantha Gamble,01-10-2013 09:31,01-Oct-13,31-Oct-13,73.98,13.98,60.0,104
,Darren Clark,01-10-2013 09:39,01-Oct-13,31-Oct-13,49.98,49.98,0.0,15
,Mark Taylor,01-10-2013 15:48,01-Oct-13,03-Oct-13,91.98,91.98,0.0,35
,Paul Morgan,02-10-2013 15:12,02-Oct-13,01-Nov-13,23401.98,19927.82,3474.16,61
,Emily Green,03-10-2013 10:38,03-Oct-13,17-Oct-13,217.98,217.98,0.0,6
,Jason King,03-10-2013 13:41,03-Oct-13,17-Oct-13,61.98,61.98,0.0,75
 Drink - Team building ,Mr. William Bartlett,03-10-2013 15:07,03-Oct-13,02-Nov-13,23473.64,23473.64,0.0,32
,David Johnson,03-10-2013 21:46,27-Sep-13,11-Oct-13,420.72,420.72,0.0,32
,David Johnson,03-10-2013 21:57,27-Sep-13,11-Oct-13,210.42,210.42,0.0,32
,David Johnson,03-10-2013 22:02,27-Sep-13,11-Oct-13,339.06,339.06,0.0,32
,Jennifer Martin,07-10-2013 07:45,07-Oct-13,06-Nov-13,282.78,282.78,0.0,56
,Andrew Stephens,08-10-2013 09:40,08-Oct-13,22-Oct-13,61.98,61.98,0.0,71
,Eric Avila,08-10-2013 11:26,08-Oct-13,07-Nov-13,520.38,520.38,0.0,21
,Virginia Freeman,09-10-2013 09:31,09-Oct-13,23-Oct-13,73.98,73.98,0.0,12
Amazon UK ,Brenda Johnson,10-10-2013 16:50,10-Oct-13,09-Nov-13,61.98,61.98,0.0,14
Diesel for company car,Paul Barry,13-10-2013 21:03,13-Oct-13,20-Oct-13,1501.98,1501.98,0.0,39
Fuel ,Gina Williams,13-10-2013 22:26,13-Oct-13,20-Oct-13,39.36,39.36,0.0,18
,Jim Scott,14-10-2013 11:17,14-Oct-13,21-Oct-13,76.85,76.85,0.0,7
,Alexa Huber,14-10-2013 18:11,14-Oct-13,13-Nov-13,17451.98,17451.98,0.0,63
,Alexa Huber,14-10-2013 19:34,14-Oct-13,13-Nov-13,2877.48,2877.48,0.0,9
,Marissa Miller,15-10-2013 12:23,15-Oct-13,14-Nov-13,121.98,121.98,0.0,3
,Mrs. Nancy Patterson,15-10-2013 15:18,15-Oct-13,14-Nov-13,1130.98,1130.98,0.0,11
Studio heating,Thomas Henry,17-10-2013 09:54,17-Oct-13,16-Nov-13,113.47,113.47,0.0,8
,Timothy Roberts,17-10-2013 10:36,17-Oct-13,24-Oct-13,2521.98,2521.98,0.0,11
,David Johnson,17-10-2013 19:57,11-Oct-13,25-Oct-13,284.22,284.22,0.0,27
,David Johnson,17-10-2013 20:05,11-Oct-13,25-Oct-13,107.58,107.58,0.0,27
,Nancy Romero,18-10-2013 11:59,18-Oct-13,01-Nov-13,283.98,283.98,0.0,14
Food and Drink,Gabriel Smith,20-10-2013 12:48,20-Oct-13,27-Oct-13,451.98,451.98,0.0,7
,Brian James,21-10-2013 09:59,21-Oct-13,28-Oct-13,28.43,28.43,0.0,22
Freight,Jim Scott,21-10-2013 11:09,21-Oct-13,28-Oct-13,97.04,97.04,0.0,11
Business cards x 100,Brenda Johnson,21-10-2013 17:00,21-Oct-13,18-Nov-13,223.98,223.98,0.0,25
,Laura Rodriguez,22-10-2013 13:42,22-Oct-13,05-Nov-13,55.98,55.98,0.0,20
Food & Drink,Jerry Wolfe,23-10-2013 11:35,23-Oct-13,22-Nov-13,511.98,511.98,0.0,41
,David Johnson,24-10-2013 09:19,18-Oct-13,01-Nov-13,147.12,147.12,0.0,63
,David Johnson,24-10-2013 09:33,18-Oct-13,01-Nov-13,328.38,328.38,0.0,63
,Nicole Price,25-10-2013 14:43,25-Oct-13,24-Nov-13,1473.98,1473.98,0.0,1
,Amber Sanders,28-10-2013 10:13,28-Oct-13,11-Nov-13,73.98,73.98,0.0,38
Food & Drink,Christina Wilson,28-10-2013 14:09,28-Oct-13,27-Nov-13,109.98,109.98,0.0,36
food & Drink,Christina Wilson,28-10-2013 14:15,28-Oct-13,27-Nov-13,241.98,241.98,0.0,36
Drinks,Kimberly Thompson,28-10-2013 14:33,28-Oct-13,27-Nov-13,481.98,481.98,0.0,93
 - Broadband Delivery Charge,Nathaniel Herrera,29-10-2013 08:15,25-Oct-13,01-Nov-13,1501.98,1501.98,0.0,27
,Antonio Medina,29-10-2013 10:00,29-Oct-13,28-Nov-13,169.98,169.98,0.0,21
,Angela Soto,29-10-2013 11:34,29-Oct-13,12-Nov-13,73.98,73.98,0.0,37
food,Christina Wilson,29-10-2013 11:48,29-Oct-13,28-Nov-13,131.58,131.58,0.0,35
,Gregory Taylor,29-10-2013 11:51,01-Oct-13,31-Oct-13,505.98,505.98,0.0,51
,David Johnson,30-10-2013 06:54,25-Oct-13,08-Nov-13,394.74,394.74,0.0,56
,David Johnson,30-10-2013 07:12,25-Oct-13,08-Nov-13,401.82,401.82,0.0,56
,Lisa Rice,30-10-2013 11:29,30-Oct-13,13-Nov-13,49.98,49.98,0.0,48
,Mary Wilkerson,31-10-2013 08:27,31-Oct-13,30-Nov-13,144.18,144.18,0.0,33
,Anthony Ross,31-10-2013 14:07,31-Oct-13,07-Nov-13,55.01,55.01,0.0,7
,Lorraine Hansen,31-10-2013 14:30,31-Oct-13,07-Nov-13,183.16,183.16,0.0,1
,Christie Scott,01-11-2013 16:07,01-Nov-13,01-Dec-13,291.98,291.98,0.0,5
Office stationery,Melissa Robinson,02-11-2013 18:55,02-Nov-13,09-Nov-13,363.4,363.4,0.0,19
Postage ,Michael Garcia,02-11-2013 19:00,02-Nov-13,09-Nov-13,72.71,72.71,0.0,19
Milk,Jeremiah Myers,02-11-2013 19:15,02-Nov-13,09-Nov-13,66.59,66.59,0.0,19
,Allison Morrow,04-11-2013 10:19,04-Nov-13,04-Dec-13,403.98,403.98,0.0,35
,Sarah Barnett,04-11-2013 10:47,24-Jul-13,23-Aug-13,5461.98,5461.98,0.0,103
,Sarah Barnett,04-11-2013 11:00,05-Aug-13,04-Sep-13,1561.98,1561.98,0.0,91
,Scott Floyd,04-11-2013 11:15,05-Aug-13,04-Sep-13,721.98,721.98,0.0,91
,Joel Lawson,04-11-2013 11:22,05-Aug-13,04-Sep-13,7801.98,7801.98,0.0,91
,Scott Floyd,04-11-2013 11:34,30-Aug-13,29-Sep-13,1441.98,1441.98,0.0,66
,Kathryn Rogers,04-11-2013 12:09,30-Sep-13,30-Oct-13,7021.98,7021.98,0.0,46
,Kyle Klein,04-11-2013 12:14,30-Sep-13,30-Oct-13,1201.98,1201.98,0.0,37
,Jeffrey Mcgee,04-11-2013 16:03,15-Aug-13,14-Sep-13,761.98,761.98,0.0,81
,Alison Salas,04-11-2013 21:48,04-Nov-13,18-Nov-13,145.78,145.78,0.0,90
,Tony Garcia,05-11-2013 15:49,24-Oct-13,23-Nov-13,85.68,85.68,0.0,32
Istock subscription,Timothy Bridges,05-11-2013 18:41,05-Nov-13,05-Dec-13,164.58,164.58,0.0,70
Delivery,Brenda Johnson,06-11-2013 11:17,06-Nov-13,06-Dec-13,52.98,52.98,0.0,28
,David Johnson,07-11-2013 07:28,01-Nov-13,15-Nov-13,58.62,58.62,0.0,49
,David Johnson,07-11-2013 07:41,01-Nov-13,15-Nov-13,477.54,477.54,0.0,49
,Victor Rose,07-11-2013 10:15,07-Nov-13,07-Dec-13,411.48,411.48,0.0,66
,Matthew Hernandez,07-11-2013 14:16,07-Nov-13,07-Dec-13,15001.98,961.98,14040.0,3
,Matthew Hernandez,07-11-2013 14:16,07-Nov-13,07-Dec-13,15001.98,881.98,14120.0,3
,Meagan Hall,07-11-2013 14:17,07-Nov-13,07-Dec-13,16116.98,1001.98,15115.0,3
Istock subscription,Timothy Bridges,08-11-2013 18:43,08-Nov-13,08-Dec-13,151.98,151.98,0.0,67
,Phillip Braun,11-11-2013 11:39,11-Nov-13,25-Nov-13,85.98,85.98,0.0,53
,Tracy Johnson,11-11-2013 12:56,11-Nov-13,25-Nov-13,1801.98,1801.98,0.0,36
,Elizabeth Spencer,11-11-2013 13:18,11-Nov-13,11-Dec-13,37.98,37.98,0.0,24
,Shawn Walker,11-11-2013 13:45,11-Nov-13,11-Dec-13,31.98,31.98,0.0,91
,Daniel Williams,11-11-2013 13:51,11-Nov-13,11-Dec-13,51.42,51.42,0.0,24
,Jose Dominguez,11-11-2013 13:56,11-Nov-13,11-Dec-13,4598.52,4598.52,0.0,4
Amazon,Timothy Bridges,12-11-2013 08:47,12-Nov-13,12-Dec-13,301.98,301.98,0.0,63
Amazon,Timothy Bridges,12-11-2013 09:26,12-Nov-13,12-Dec-13,181.98,181.98,0.0,63
,Mark Miller,12-11-2013 11:14,12-Nov-13,12-Dec-13,150.18,150.18,0.0,36
,Gregory House,12-11-2013 11:39,12-Nov-13,12-Dec-13,316.8,316.8,0.0,2
Electricity 9/3 - 14/6,Brenda Johnson,12-11-2013 19:39,12-Nov-13,12-Dec-13,91.98,91.98,0.0,22
,Jennifer Martin,13-11-2013 07:24,13-Nov-13,13-Dec-13,55.98,55.98,0.0,41
,Renee Horne,13-11-2013 08:03,13-Nov-13,13-Dec-13,1050.48,1050.48,0.0,2
,James Cook,14-11-2013 09:35,15-Oct-13,28-Oct-13,217.98,217.98,0.0,30
,Jeremy Lara,14-11-2013 09:36,30-Sep-13,13-Oct-13,426.78,426.78,0.0,45
,Jacob Lewis,14-11-2013 15:58,14-Nov-13,21-Nov-13,65.19,65.19,0.0,1
,Eddie Frazier,14-11-2013 20:12,14-Nov-13,21-Nov-13,71.88,71.88,0.0,4
,William Baker,16-11-2013 09:29,16-Nov-13,16-Dec-13,1826.78,1118.5,708.28,8
,David Johnson,17-11-2013 21:24,08-Nov-13,22-Nov-13,93.18,93.18,0.0,42
,David Johnson,17-11-2013 21:32,08-Nov-13,22-Nov-13,166.2,166.2,0.0,42
,Rhonda Walker,17-11-2013 22:18,08-Nov-13,22-Nov-13,166.07,166.07,0.0,68
,Jo Hess,18-11-2013 14:10,18-Nov-13,02-Dec-13,67.98,67.98,0.0,9
,Jennifer Maldonado,18-11-2013 14:46,31-Oct-13,30-Nov-13,629.34,629.34,0.0,75
,Ruth Kelly,18-11-2013 14:57,18-Nov-13,18-Dec-13,10811.98,2001.98,8810.0,2
,Patricia Gutierrez,19-11-2013 15:55,19-Nov-13,19-Dec-13,535.98,535.98,0.0,49
,Kyle Hendrix,20-11-2013 10:59,24-Jul-13,23-Aug-13,961.98,961.98,0.0,119
,Tony Jones,20-11-2013 11:28,11-Nov-13,11-Dec-13,361.98,361.98,0.0,25
,Jim Scott,20-11-2013 21:00,18-Nov-13,25-Nov-13,80.24,80.24,0.0,8
,Gregory Jones,21-11-2013 10:45,21-Nov-13,05-Dec-13,73.98,73.98,0.0,43
,David Johnson,21-11-2013 14:23,15-Nov-13,29-Nov-13,33.18,33.18,0.0,61
,Michael Ware,21-11-2013 15:58,21-Nov-13,21-Dec-13,82.98,82.98,0.0,63
,Matthew Hernandez,21-11-2013 17:18,21-Nov-13,21-Dec-13,2100.22,633.04,1467.18,6
,Heather Sullivan,21-11-2013 17:19,21-Nov-13,21-Dec-13,2125.17,2125.17,0.0,3
,Matthew Hernandez,23-11-2013 09:04,23-Nov-13,23-Dec-13,2795.16,1001.98,1793.18,5
,Matthew Hernandez,23-11-2013 09:04,23-Nov-13,23-Dec-13,2795.16,75.06,2720.1,4
,Michael Meza,25-11-2013 11:05,25-Nov-13,25-Dec-13,73.98,73.98,0.0,101
,David Obrien,25-11-2013 11:36,25-Nov-13,29-Nov-13,4233.17,4233.17,0.0,14
,Brian Carroll,25-11-2013 12:42,25-Nov-13,09-Dec-13,67.98,67.98,0.0,15
,Sarah Vaughn,25-11-2013 16:43,25-Nov-13,09-Dec-13,4081.98,4081.98,0.0,43
,Alison Salas,25-11-2013 21:00,25-Nov-13,09-Dec-13,78.43,78.43,0.0,35
,Bradley Duran,26-11-2013 11:14,26-Nov-13,10-Dec-13,73.98,73.98,0.0,21
,Laura Rodriguez,28-11-2013 12:21,28-Nov-13,12-Dec-13,55.98,55.98,0.0,12
,Adrian Williams,28-11-2013 14:35,11-Aug-13,10-Sep-13,43.04,43.04,0.0,109
,Marilyn Franco,28-11-2013 14:37,25-Aug-13,24-Sep-13,271.98,271.98,0.0,95
,Steven Burton,28-11-2013 15:16,28-Nov-13,28-Dec-13,198.23,198.23,0.0,18
,Jacqueline Baker,28-11-2013 17:07,20-Nov-13,20-Dec-13,1501.98,1501.98,0.0,69
,James Russell,28-11-2013 17:09,20-Nov-13,20-Dec-13,1801.98,1801.98,0.0,69
,Taylor Jones,28-11-2013 17:11,25-Nov-13,25-Dec-13,496.98,496.98,0.0,15
,Matthew Edwards,28-11-2013 17:16,25-Nov-13,25-Dec-13,886.98,886.98,0.0,3
,David Johnson,29-11-2013 10:24,22-Nov-13,06-Dec-13,527.94,527.94,0.0,54
,Darlene Jones,29-11-2013 11:07,06-Oct-13,05-Nov-13,220.74,220.74,0.0,64
,Brian Carroll,29-11-2013 12:33,29-Nov-13,13-Dec-13,67.98,67.98,0.0,11
,Holly Sandoval,29-11-2013 14:55,17-Nov-13,17-Dec-13,248.52,248.52,0.0,60
,Melanie Chaney,29-11-2013 15:34,29-Nov-13,06-Dec-13,305.62,305.62,0.0,10
,William Baker,30-11-2013 07:57,30-Nov-13,30-Dec-13,2820.48,2523.7,296.78,3
,William Baker,30-11-2013 07:57,30-Nov-13,30-Dec-13,2820.48,8.76,2811.72,16
,Brandon Ruiz,02-12-2013 13:59,02-Dec-13,16-Dec-13,1738.49,1738.49,0.0,15
,Brenda Sanchez,02-12-2013 17:34,02-Dec-13,03-Dec-13,151.98,151.98,0.0,32
,Maureen Sanchez,03-12-2013 09:52,30-Nov-13,30-Dec-13,10639.98,1001.98,9638.0,16
,Michael Harris,03-12-2013 13:38,01-Dec-13,31-Dec-13,37.98,37.98,0.0,71
,Paul Soto,03-12-2013 15:17,03-Dec-13,02-Jan-14,391.98,391.98,0.0,41
,Edwin Lee,03-12-2013 15:22,12-Aug-13,11-Sep-13,663.66,663.66,0.0,115
,Michael Francis,03-12-2013 15:26,12-Aug-13,11-Sep-13,102.78,102.78,0.0,119
,James Walker,03-12-2013 15:27,12-Aug-13,11-Sep-13,3507.18,3507.18,0.0,114
,Andrea Hanson,03-12-2013 15:56,27-Aug-13,26-Sep-13,199.08,199.08,0.0,111
,Michael Davis,03-12-2013 16:38,06-Sep-13,06-Oct-13,658.38,658.38,0.0,98
,Lauren Gonzalez,03-12-2013 16:42,06-Sep-13,06-Oct-13,1306.38,1306.38,0.0,90
,Donald Fernandez,03-12-2013 17:08,13-Sep-13,13-Oct-13,220.38,220.38,0.0,82
,Andrea Hanson,03-12-2013 17:20,20-Sep-13,20-Oct-13,94.68,94.68,0.0,88
,Daniel Hill,03-12-2013 17:21,20-Sep-13,20-Oct-13,366.78,366.78,0.0,88
